500	4.31E-03
550	2.95E-03
600	2.09E-03
650	1.52E-03
700	1.13E-03
750	8.60E-04
800	6.66E-04
850	5.24E-04
900	4.18E-04
950	3.38E-04
1000	2.76E-04
1050	2.28E-04
1100	1.90E-04
1150	1.59E-04
1200	1.35E-04
1250	1.15E-04
1300	9.87E-05
1350	8.52E-05
1400	7.40E-05
1450	6.46E-05
1500	5.67E-05
1550	5.00E-05
1600	4.42E-05
1650	3.93E-05
1700	3.51E-05
1750	3.14E-05
1800	2.82E-05
1850	2.55E-05
1900	2.30E-05
1950	2.09E-05
2000	1.90E-05
2050	1.73E-05
2100	1.58E-05
2150	1.45E-05
2200	1.34E-05
2250	1.23E-05
2300	1.13E-05
2350	1.05E-05
2400	9.73E-06
2450	9.03E-06
2500	8.40E-06
2550	7.83E-06
2600	7.31E-06
2650	6.84E-06
2700	6.40E-06
2750	6.01E-06
2800	5.65E-06
2850	5.31E-06
2900	5.01E-06
2950	4.73E-06
3000	4.47E-06
3050	4.23E-06
3100	4.01E-06
3150	3.80E-06
3200	3.61E-06
3250	3.44E-06
3300	3.27E-06
3350	3.12E-06
3400	2.98E-06
3450	2.85E-06
3500	2.72E-06
3550	2.61E-06
3600	2.50E-06
3650	2.40E-06
3700	2.31E-06
3750	2.22E-06
3800	2.14E-06
3850	2.06E-06
3900	1.99E-06
3950	1.92E-06
4000	1.86E-06
4050	1.80E-06
4100	1.74E-06
4150	1.69E-06
4200	1.64E-06
4250	1.59E-06
4300	1.55E-06
4350	1.50E-06
4400	1.47E-06
4450	1.43E-06
4500	1.39E-06
4550	1.36E-06
4600	1.33E-06
4650	1.30E-06
4700	1.28E-06
4750	1.25E-06
4800	1.23E-06
4850	1.21E-06
4900	1.19E-06
4950	1.17E-06
5000	1.15E-06
