500	1.347076
545	1.197431
590	1.068045
635	0.9557119
680	0.8578017
725	0.7721468
770	0.69695
815	0.6307145
860	0.5721875
905	0.5203162
950	0.4742115
995	0.4331202
1040	0.3964014
1085	0.3635077
1130	0.3339702
1175	0.3073856
1220	0.2834063
1265	0.2617312
1310	0.2420994
1355	0.2242836
1400	0.2080856
1445	0.193332
1490	0.1798707
1535	0.1675678
1580	0.1563057
1625	0.1459801
1670	0.1364991
1715	0.1277808
1760	0.1197526
1805	0.1123499
1850	0.1055149
1895	0.09919605
1940	0.09334718
1985	0.08792684
2030	0.0828978
2075	0.07822654
2120	0.07388286
2165	0.06983951
2210	0.06607182
2255	0.06255748
2300	0.05927625
2345	0.05620976
2390	0.0533413
2435	0.05065568
2480	0.04813903
2525	0.0457787
2570	0.04356315
2615	0.04148181
2660	0.039525
2705	0.03768384
2750	0.0359502
2795	0.0343166
2840	0.03277616
2885	0.03132254
2930	0.02994992
2975	0.02865291
3020	0.02742654
3065	0.02626623
3110	0.02516772
3155	0.0241271
3200	0.02314071
3245	0.02220519
3290	0.0213174
3335	0.02047442
3380	0.01967357
3425	0.01891232
3470	0.01818833
3515	0.01749943
3560	0.01684357
3605	0.01621886
3650	0.01562354
3695	0.01505594
3740	0.01451453
3785	0.01399785
3830	0.01350456
3875	0.01303338
3920	0.01258313
3965	0.0121527
4010	0.01174103
4055	0.01134715
4100	0.01097014
4145	0.01060913
4190	0.01026331
4235	0.009931901
4280	0.009614195
4325	0.009309508
4370	0.0090172
4415	0.008736667
4460	0.008467339
4505	0.008208679
4550	0.007960179
4595	0.007721359
4640	0.007491767
4685	0.007270975
4730	0.007058575
4775	0.006854186
4820	0.006657443
4865	0.006468003
4910	0.00628554
4955	0.006109743
5000	0.005940321
