270	41.5647
300	28.7265
350	16.3083
400	10.1911
450	6.67225
500	4.78883
550	3.47391
600	2.70917
650	2.24229
700	1.93113
750	1.7256
800	1.60162
900	1.48633
1000	1.48045
1100	1.53175
1200	1.61148
1300	1.70829
1400	1.81593
1500	1.92986
1600	2.04827
1700	2.16928
1800	2.29159
1900	2.41548
2000	2.54003
2100	2.66501
2200	2.79039
2300	2.91602
2400	3.04187
2500	3.16784
2600	3.29389
2700	3.42001
2800	3.54619
2900	3.6724
3000	3.79865
