600	0.318793
650	0.190202
700	0.116737
750	0.0743417
800	0.0486708
850	0.032666
900	0.0222143
950	0.0154402
1000	0.010892
1050	0.00778091
1100	0.00561456
1150	0.00410578
1200	0.0030229
1250	0.00224176
1300	0.00167826
1350	0.00126578
1400	0.000961927
1450	0.000733112
1500	0.000562404
1550	0.000433536
1600	0.000337063
1650	0.000262167
1700	0.00020409
1750	0.000160354
1800	0.000125354
1850	9.92466e-05
1900	7.86441e-05
1950	6.23432e-05
2000	4.96924e-05
2050	3.95743e-05
2100	3.15654e-05
2150	2.52632e-05
2200	2.02362e-05
2250	1.62397e-05
2300	1.30684e-05
2350	1.05475e-05
2400	8.49829e-06
2450	6.88804e-06
2500	5.56077e-06
